date,equity,cash,open_positions
2025-04-04,75117.81013471568,75117.81013471568,0
2025-04-07,75117.81013471568,75117.81013471568,0
2025-04-08,75117.81013471568,75117.81013471568,0
2025-04-09,75117.81013471568,75117.81013471568,0
2025-04-10,75117.81013471568,75117.81013471568,0
2025-04-11,75117.81013471568,75117.81013471568,0
2025-04-14,75117.81013471568,75117.81013471568,0
2025-04-15,75117.81013471568,75117.81013471568,0
2025-04-16,75117.81013471568,75117.81013471568,0
2025-04-17,75117.81013471568,75117.81013471568,0
2025-04-21,75117.81013471568,75117.81013471568,0
2025-04-22,75117.81013471568,75117.81013471568,0
2025-04-23,75117.81013471568,75117.81013471568,0
2025-04-24,75117.81013471568,75117.81013471568,0
2025-04-25,75117.81013471568,75117.81013471568,0
2025-04-28,75117.81013471568,75117.81013471568,0
2025-04-29,75117.81013471568,75117.81013471568,0
2025-04-30,75117.81013471568,75117.81013471568,0
2025-05-01,75117.81013471568,75117.81013471568,0
2025-05-02,75117.81013471568,75117.81013471568,0
2025-05-05,75117.81013471568,75117.81013471568,0
2025-05-06,75117.81013471568,75117.81013471568,0
2025-05-07,75117.81013471568,75117.81013471568,0
2025-05-08,75117.81013471568,75117.81013471568,0
2025-05-09,75117.81013471568,75117.81013471568,0
2025-05-12,75117.81013471568,75117.81013471568,0
2025-05-13,75117.81013471568,75117.81013471568,0
2025-05-14,75117.81013471568,75117.81013471568,0
2025-05-15,75117.81013471568,75117.81013471568,0
2025-05-16,75117.81013471568,75117.81013471568,0
2025-05-19,75117.81013471568,75117.81013471568,0
2025-05-20,75117.81013471568,75117.81013471568,0
2025-05-21,75117.81013471568,75117.81013471568,0
2025-05-22,75117.81013471568,75117.81013471568,0
2025-05-23,75117.81013471568,75117.81013471568,0
2025-05-27,75117.81013471568,75117.81013471568,0
2025-05-28,75117.81013471568,75117.81013471568,0
2025-05-29,75117.81013471568,75117.81013471568,0
2025-05-30,75117.81013471568,75117.81013471568,0
2025-06-02,75117.81013471568,75117.81013471568,0
2025-06-03,75117.81013471568,75117.81013471568,0
2025-06-04,75117.81013471568,75117.81013471568,0
2025-06-05,75117.81013471568,75117.81013471568,0
2025-06-06,75117.81013471568,75117.81013471568,0
2025-06-09,75117.81013471568,75117.81013471568,0
2025-06-10,75117.81013471568,75117.81013471568,0
2025-06-11,75117.81013471568,75117.81013471568,0
2025-06-12,75117.81013471568,75117.81013471568,0
2025-06-13,75117.81013471568,75117.81013471568,0
2025-06-16,75117.81013471568,75117.81013471568,0
2025-06-17,75117.81013471568,75117.81013471568,0
2025-06-18,75117.81013471568,75117.81013471568,0
2025-06-20,75117.81013471568,75117.81013471568,0
2025-06-23,75117.81013471568,75117.81013471568,0
2025-06-24,75117.81013471568,75117.81013471568,0
2025-06-25,75117.81013471568,75117.81013471568,0
2025-06-26,75117.81013471568,75117.81013471568,0
2025-06-27,75117.81013471568,75117.81013471568,0
2025-06-30,75117.81013471568,75117.81013471568,0
2025-07-01,75117.81013471568,75117.81013471568,0
2025-07-02,75117.81013471568,75117.81013471568,0
2025-07-03,75117.81013471568,75117.81013471568,0
2025-07-07,75117.81013471568,75117.81013471568,0
2025-07-08,75117.81013471568,75117.81013471568,0
2025-07-09,75117.81013471568,75117.81013471568,0
2025-07-10,75117.81013471568,75117.81013471568,0
2025-07-11,75117.81013471568,75117.81013471568,0
2025-07-14,75117.81013471568,75117.81013471568,0
2025-07-15,75117.81013471568,75117.81013471568,0
2025-07-16,75117.81013471568,75117.81013471568,0
2025-07-17,75117.81013471568,75117.81013471568,0
2025-07-18,75117.81013471568,75117.81013471568,0
2025-07-21,75117.81013471568,75117.81013471568,0
2025-07-22,75117.81013471568,75117.81013471568,0
2025-07-23,75117.81013471568,75117.81013471568,0
2025-07-24,75117.81013471568,75117.81013471568,0
2025-07-25,75117.81013471568,75117.81013471568,0
2025-07-28,75117.81013471568,75117.81013471568,0
2025-07-29,75117.81013471568,75117.81013471568,0
2025-07-30,75117.81013471568,75117.81013471568,0
2025-07-31,75117.81013471568,75117.81013471568,0
2025-08-01,75117.81013471568,75117.81013471568,0
2025-08-04,75117.81013471568,75117.81013471568,0
2025-08-05,75117.81013471568,75117.81013471568,0
2025-08-06,75117.81013471568,75117.81013471568,0
2025-08-07,75117.81013471568,75117.81013471568,0
2025-08-08,75117.81013471568,75117.81013471568,0
2025-08-11,75117.81013471568,75117.81013471568,0
2025-08-12,75117.81013471568,75117.81013471568,0
2025-08-13,75117.81013471568,75117.81013471568,0
2025-08-14,75117.81013471568,75117.81013471568,0
2025-08-15,75117.81013471568,75117.81013471568,0
2025-08-18,75117.81013471568,75117.81013471568,0
2025-08-19,75117.81013471568,75117.81013471568,0
2025-08-20,75117.81013471568,75117.81013471568,0
2025-08-21,75117.81013471568,75117.81013471568,0
2025-08-22,75117.81013471568,75117.81013471568,0
2025-08-25,75117.81013471568,75117.81013471568,0
2025-08-26,75117.81013471568,75117.81013471568,0
2025-08-27,75117.81013471568,75117.81013471568,0
2025-08-28,75117.81013471568,75117.81013471568,0
2025-08-29,75117.81013471568,75117.81013471568,0
2025-09-02,75117.81013471568,75117.81013471568,0
2025-09-03,75117.81013471568,75117.81013471568,0
2025-09-04,75117.81013471568,75117.81013471568,0
2025-09-05,75117.81013471568,75117.81013471568,0
2025-09-08,75117.81013471568,75117.81013471568,0
2025-09-09,75117.81013471568,75117.81013471568,0
2025-09-10,75117.81013471568,75117.81013471568,0
2025-09-11,75117.81013471568,75117.81013471568,0
2025-09-12,75117.81013471568,75117.81013471568,0
2025-09-15,75117.81013471568,75117.81013471568,0
2025-09-16,75117.81013471568,75117.81013471568,0
2025-09-17,75117.81013471568,75117.81013471568,0
2025-09-18,75117.81013471568,75117.81013471568,0
2025-09-19,75117.81013471568,75117.81013471568,0
2025-09-22,75117.81013471568,75117.81013471568,0
2025-09-23,75117.81013471568,75117.81013471568,0
2025-09-24,75117.81013471568,75117.81013471568,0
2025-09-25,75117.81013471568,75117.81013471568,0
2025-09-26,75117.81013471568,75117.81013471568,0
2025-09-29,75117.81013471568,75117.81013471568,0
2025-09-30,75117.81013471568,75117.81013471568,0
2025-10-01,75117.81013471568,75117.81013471568,0
2025-10-02,75117.81013471568,75117.81013471568,0
2025-10-03,75117.81013471568,75117.81013471568,0
